Derivatives Data - All Derivatives,,,,,,,,,,,,,,,,,,
As of 30/06/2024
Underlying Asset,Derivative Name,ISIN,Contract Unit,Closing Price (NIS),Volume,Turnover Value (NIS),Transactions,Delta,Last Trade,High,Low,Change (%),Change in Points,Volume in terms of underlying asset (NIS thousands), Open Positions,% Change in positions,Strike Price,Exercise Date
Phoenix,PNX-C2900.0M408,IL0850235396,1000.00,5466.00,0,0.00,0,95.79,EoD,,,-3.85,-219.00,0.00,0,0.0,2900.00,30/08/2024
Phoenix,PNX-P2900.0M408,IL0850237863,1000.00,72.00,0,0.00,0,-4.21,EoD,,,2.86,2.00,0.00,0,0.0,2900.00,30/08/2024
Phoenix,PNX-C3000.0M408,IL0850235214,1000.00,4552.00,0,0.00,0,92.05,EoD,,,-4.53,-216.00,0.00,0,0.0,3000.00,30/08/2024
Phoenix,PNX-P3000.0M408,IL0850237780,1000.00,151.00,0,0.00,0,-7.95,EoD,,,3.42,5.00,0.00,0,0.0,3000.00,30/08/2024
Phoenix,PNX-C3100.0M408,IL0850235131,1000.00,3695.00,0,0.00,0,86.43,EoD,,,-5.35,-209.00,0.00,0,0.0,3100.00,30/08/2024
Phoenix,PNX-P3100.0M408,IL0850237608,1000.00,287.00,0,0.00,0,-13.57,EoD,,,4.36,12.00,0.00,0,0.0,3100.00,30/08/2024
Phoenix,PNX-C3150.0M408,IL0850802732,1000.00,3294.00,0,0.00,0,82.88,EoD,,,0.00,0.00,0.00,0,0.0,3150.00,30/08/2024
Phoenix,PNX-P3150.0M408,IL0850802997,1000.00,383.00,0,0.00,0,-17.12,EoD,,,0.00,0.00,0.00,0,0.0,3150.00,30/08/2024
Phoenix,PNX-C3200.0M408,IL0850235057,1000.00,2916.00,0,0.00,0,78.85,EoD,,,-6.36,-198.00,0.00,0,0.0,3200.00,30/08/2024
Phoenix,PNX-P3200.0M408,IL0850237525,1000.00,500.00,0,0.00,0,-21.15,EoD,,,4.60,22.00,0.00,0,0.0,3200.00,30/08/2024
Phoenix,PNX-C3250.0M408,IL0850729083,1000.00,2561.00,0,0.00,0,74.39,EoD,,,-6.94,-191.00,0.00,0,0.0,3250.00,30/08/2024
Phoenix,PNX-P3250.0M408,IL0850731535,1000.00,642.00,0,0.00,0,-25.61,EoD,,,4.90,30.00,0.00,0,0.0,3250.00,30/08/2024
Phoenix,PNX-C3300.0M408,IL0850234977,1000.00,2231.00,0,0.00,0,69.56,EoD,,,-7.58,-183.00,0.00,0,0.0,3300.00,30/08/2024
Phoenix,PNX-P3300.0M408,IL0850237459,1000.00,809.00,0,0.00,0,-30.44,EoD,,,5.06,39.00,0.00,0,0.0,3300.00,30/08/2024
Phoenix,PNX-C3350.0M408,IL0850728903,1000.00,1928.00,0,0.00,0,64.44,EoD,,,-8.28,-174.00,0.00,0,0.0,3350.00,30/08/2024
Phoenix,PNX-P3350.0M408,IL0850731469,1000.00,1003.00,0,0.00,0,-35.56,EoD,,,5.14,49.00,0.00,0,0.0,3350.00,30/08/2024
Phoenix,PNX-C3400.0M408,IL0850234894,1000.00,1653.00,0,0.00,0,59.13,EoD,,,-8.98,-163.00,0.00,0,0.0,3400.00,30/08/2024
Phoenix,PNX-P3400.0M408,IL0850237376,1000.00,1224.00,0,0.00,0,-40.87,EoD,,,5.06,59.00,0.00,0,0.0,3400.00,30/08/2024
Phoenix,PNX-C3450.0M408,IL0850728820,1000.00,1405.00,0,0.00,0,53.72,EoD,,,-9.76,-152.00,0.00,0,0.0,3450.00,30/08/2024
Phoenix,PNX-P3450.0M408,IL0850731386,1000.00,1472.00,0,0.00,0,-46.28,EoD,,,4.99,70.00,0.00,0,0.0,3450.00,30/08/2024
Phoenix,PNX-C3500.0M408,IL0850234712,1000.00,1185.00,0,0.00,0,48.33,EoD,,,-10.57,-140.00,0.00,0,0.0,3500.00,30/08/2024
Phoenix,PNX-P3500.0M408,IL0850237293,1000.00,1748.00,0,0.00,0,-51.67,EoD,,,4.92,82.00,0.00,0,0.0,3500.00,30/08/2024
Phoenix,PNX-C3550.0M408,IL0850728747,1000.00,990.00,0,0.00,0,43.04,EoD,,,-11.45,-128.00,0.00,0,0.0,3550.00,30/08/2024
Phoenix,PNX-P3550.0M408,IL0850731204,1000.00,2050.00,0,0.00,0,-56.96,EoD,,,4.86,95.00,0.00,0,0.0,3550.00,30/08/2024
Phoenix,PNX-C3600.0M408,IL0850234639,1000.00,821.00,0,0.00,0,37.94,EoD,,,-12.29,-115.00,0.00,0,0.0,3600.00,30/08/2024
Phoenix,PNX-P3600.0M408,IL0850237111,1000.00,2377.00,0,0.00,0,-62.06,EoD,,,4.71,107.00,0.00,0,0.0,3600.00,30/08/2024
Phoenix,PNX-C3650.0M408,IL0850729166,1000.00,674.00,0,0.00,0,33.12,EoD,,,-13.37,-104.00,0.00,0,0.0,3650.00,30/08/2024
Phoenix,PNX-P3650.0M408,IL0850731618,1000.00,2727.00,0,0.00,0,-66.88,EoD,,,4.56,119.00,0.00,0,0.0,3650.00,30/08/2024
Phoenix,PNX-C3700.0M408,IL0850235479,1000.00,550.00,0,0.00,0,28.61,EoD,,,-14.20,-91.00,0.00,0,0.0,3700.00,30/08/2024
Phoenix,PNX-P3700.0M408,IL0850237947,1000.00,3099.00,0,0.00,0,-71.39,EoD,,,4.45,132.00,0.00,0,0.0,3700.00,30/08/2024
Phoenix,PNX-C3750.0M408,IL0850729240,1000.00,444.00,0,0.00,0,24.48,EoD,,,-15.27,-80.00,0.00,0,0.0,3750.00,30/08/2024
Phoenix,PNX-P3750.0M408,IL0850731790,1000.00,3490.00,0,0.00,0,-75.52,EoD,,,4.27,143.00,0.00,0,0.0,3750.00,30/08/2024
Phoenix,PNX-C3800.0M408,IL0850235545,1000.00,356.00,0,0.00,0,20.74,EoD,,,-16.24,-69.00,0.00,0,0.0,3800.00,30/08/2024
Phoenix,PNX-P3800.0M408,IL0850238028,1000.00,3898.00,0,0.00,0,-79.26,EoD,,,4.11,154.00,0.00,0,0.0,3800.00,30/08/2024
Phoenix,PNX-C3850.0M408,IL0850729323,1000.00,283.00,0,0.00,0,17.40,EoD,,,-17.49,-60.00,0.00,0,0.0,3850.00,30/08/2024
Phoenix,PNX-P3850.0M408,IL0850731873,1000.00,4322.00,0,0.00,0,-82.60,EoD,,,3.94,164.00,0.00,0,0.0,3850.00,30/08/2024
Phoenix,PNX-C3900.0M408,IL0850235628,1000.00,223.00,0,0.00,0,14.46,EoD,,,-18.61,-51.00,0.00,0,0.0,3900.00,30/08/2024
Phoenix,PNX-P3900.0M408,IL0850238101,1000.00,4759.00,0,0.00,0,-85.54,EoD,,,3.77,173.00,0.00,0,0.0,3900.00,30/08/2024
Phoenix,PNX-C4000.0M408,IL0850235701,1000.00,136.00,0,0.00,0,9.71,EoD,,,-20.47,-35.00,0.00,0,0.0,4000.00,30/08/2024
Phoenix,PNX-P4000.0M408,IL0850238283,1000.00,5664.00,0,0.00,0,-90.29,EoD,,,3.45,189.00,0.00,0,0.0,4000.00,30/08/2024
Phoenix,PNX-C4100.0M408,IL0850235883,1000.00,80.00,0,0.00,0,6.29,EoD,,,-23.08,-24.00,0.00,0,0.0,4100.00,30/08/2024
Phoenix,PNX-P4100.0M408,IL0850238366,1000.00,6601.00,0,0.00,0,-93.71,EoD,,,3.12,200.00,0.00,0,0.0,4100.00,30/08/2024
Phoenix,PNX-C4200.0M408,IL0850235966,1000.00,46.00,0,0.00,0,3.94,EoD,,,-24.59,-15.00,0.00,0,0.0,4200.00,30/08/2024
Phoenix,PNX-P4200.0M408,IL0850238440,1000.00,7560.00,0,0.00,0,-96.06,EoD,,,2.84,209.00,0.00,0,0.0,4200.00,30/08/2024
Phoenix,PNX-C4300.0M408,IL0850343463,1000.00,25.00,0,0.00,0,2.39,EoD,,,-28.57,-10.00,0.00,0,0.0,4300.00,30/08/2024
Phoenix,PNX-P4300.0M408,IL0850343612,1000.00,8533.00,0,0.00,0,-97.61,EoD,,,2.60,216.00,0.00,0,0.0,4300.00,30/08/2024
Phoenix,PNX-C5200.0M408,IL0850236121,1000.00,,0,0.00,0,0.01,EoD,,,0.00,0.00,0.00,0,0.0,5200.00,30/08/2024
Phoenix,PNX-P5200.0M408,IL0850238697,1000.00,17444.00,0,0.00,0,-99.99,EoD,,,1.32,228.00,0.00,0,0.0,5200.00,30/08/2024
Phoenix,PNX-C6000.0M408,IL0850236386,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,6000.00,30/08/2024
Phoenix,PNX-P6000.0M408,IL0850238853,1000.00,25387.00,0,0.00,0,-100.00,EoD,,,0.92,231.00,0.00,0,0.0,6000.00,30/08/2024
Phoenix,PNX-C001.00M409,IL0850753315,1000.00,34180.00,0,0.00,0,100.00,EoD,,,-0.61,-210.00,0.00,0,0.0,1.00,27/09/2024
Phoenix,PNX-C1100.0M409,IL0850728580,1000.00,23303.00,0,0.00,0,100.00,EoD,,,-0.91,-214.00,0.00,0,0.0,1100.00,27/09/2024
Phoenix,PNX-P1100.0M409,IL0850731048,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,1100.00,27/09/2024
Phoenix,PNX-C1800.0M409,IL0850728333,1000.00,16376.00,0,0.00,0,100.00,EoD,,,-1.30,-216.00,0.00,0,0.0,1800.00,27/09/2024
Phoenix,PNX-P1800.0M409,IL0850730883,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,1800.00,27/09/2024
Phoenix,PNX-C2800.0M409,IL0850802658,1000.00,6561.00,0,0.00,0,95.99,EoD,,,0.00,0.00,0.00,0,0.0,2800.00,27/09/2024
Phoenix,PNX-P2800.0M409,IL0850802815,1000.00,82.00,0,0.00,0,-4.01,EoD,,,0.00,0.00,0.00,0,0.0,2800.00,27/09/2024
Phoenix,PNX-C2900.0M409,IL0850727673,1000.00,5645.00,0,0.00,0,93.00,EoD,,,-3.65,-214.00,0.00,0,0.0,2900.00,27/09/2024
Phoenix,PNX-P2900.0M409,IL0850730131,1000.00,156.00,0,0.00,0,-7.00,EoD,,,4.00,6.00,0.00,0,0.0,2900.00,27/09/2024
Phoenix,PNX-C3000.0M409,IL0850727590,1000.00,4775.00,0,0.00,0,88.72,EoD,,,-4.19,-209.00,0.00,0,0.0,3000.00,27/09/2024
Phoenix,PNX-P3000.0M409,IL0850730057,1000.00,276.00,0,0.00,0,-11.28,EoD,,,4.55,12.00,0.00,0,0.0,3000.00,27/09/2024
Phoenix,PNX-C3100.0M409,IL0850727426,1000.00,3965.00,0,0.00,0,83.06,EoD,,,-4.82,-201.00,0.00,0,0.0,3100.00,27/09/2024
Phoenix,PNX-P3100.0M409,IL0850729992,1000.00,455.00,0,0.00,0,-16.94,EoD,,,4.60,20.00,0.00,0,0.0,3100.00,27/09/2024
Phoenix,PNX-C3200.0M409,IL0850727343,1000.00,3228.00,0,0.00,0,76.09,EoD,,,-5.56,-190.00,0.00,0,0.0,3200.00,27/09/2024
Phoenix,PNX-P3200.0M409,IL0850729810,1000.00,708.00,0,0.00,0,-23.91,EoD,,,4.73,32.00,0.00,0,0.0,3200.00,27/09/2024
Phoenix,PNX-C3300.0M409,IL0850727269,1000.00,2574.00,0,0.00,0,68.06,EoD,,,-6.40,-176.00,0.00,0,0.0,3300.00,27/09/2024
Phoenix,PNX-P3300.0M409,IL0850729737,1000.00,1044.00,0,0.00,0,-31.94,EoD,,,4.61,46.00,0.00,0,0.0,3300.00,27/09/2024
Phoenix,PNX-C3400.0M409,IL0850727186,1000.00,2010.00,0,0.00,0,59.37,EoD,,,-7.29,-158.00,0.00,0,0.0,3400.00,27/09/2024
Phoenix,PNX-P3400.0M409,IL0850729653,1000.00,1469.00,0,0.00,0,-40.63,EoD,,,4.48,63.00,0.00,0,0.0,3400.00,27/09/2024
Phoenix,PNX-C3500.0M409,IL0850727004,1000.00,1536.00,0,0.00,0,50.45,EoD,,,-8.30,-139.00,0.00,0,0.0,3500.00,27/09/2024
Phoenix,PNX-P3500.0M409,IL0850729570,1000.00,1985.00,0,0.00,0,-49.55,EoD,,,4.36,83.00,0.00,0,0.0,3500.00,27/09/2024
Phoenix,PNX-C3600.0M409,IL0850726923,1000.00,1149.00,0,0.00,0,41.75,EoD,,,-9.38,-119.00,0.00,0,0.0,3600.00,27/09/2024
Phoenix,PNX-P3600.0M409,IL0850729406,1000.00,2588.00,0,0.00,0,-58.25,EoD,,,4.19,104.00,0.00,0,0.0,3600.00,27/09/2024
Phoenix,PNX-C3700.0M409,IL0850727756,1000.00,841.00,0,0.00,0,33.66,EoD,,,-10.63,-100.00,0.00,0,0.0,3700.00,27/09/2024
Phoenix,PNX-P3700.0M409,IL0850730214,1000.00,3270.00,0,0.00,0,-66.34,EoD,,,3.94,124.00,0.00,0,0.0,3700.00,27/09/2024
Phoenix,PNX-C3800.0M409,IL0850727830,1000.00,604.00,0,0.00,0,26.46,EoD,,,-11.70,-80.00,0.00,0,0.0,3800.00,27/09/2024
Phoenix,PNX-P3800.0M409,IL0850730396,1000.00,4022.00,0,0.00,0,-73.54,EoD,,,3.69,143.00,0.00,0,0.0,3800.00,27/09/2024
Phoenix,PNX-C3900.0M409,IL0850727913,1000.00,424.00,0,0.00,0,20.28,EoD,,,-13.11,-64.00,0.00,0,0.0,3900.00,27/09/2024
Phoenix,PNX-P3900.0M409,IL0850730479,1000.00,4832.00,0,0.00,0,-79.72,EoD,,,3.42,160.00,0.00,0,0.0,3900.00,27/09/2024
Phoenix,PNX-C4000.0M409,IL0850728093,1000.00,292.00,0,0.00,0,15.18,EoD,,,-14.62,-50.00,0.00,0,0.0,4000.00,27/09/2024
Phoenix,PNX-P4000.0M409,IL0850730545,1000.00,5690.00,0,0.00,0,-84.82,EoD,,,3.17,175.00,0.00,0,0.0,4000.00,27/09/2024
Phoenix,PNX-C4100.0M409,IL0850728176,1000.00,198.00,0,0.00,0,11.10,EoD,,,-15.74,-37.00,0.00,0,0.0,4100.00,27/09/2024
Phoenix,PNX-P4100.0M409,IL0850730628,1000.00,6585.00,0,0.00,0,-88.90,EoD,,,2.92,187.00,0.00,0,0.0,4100.00,27/09/2024
Phoenix,PNX-C4200.0M409,IL0850728259,1000.00,131.00,0,0.00,0,7.94,EoD,,,-17.61,-28.00,0.00,0,0.0,4200.00,27/09/2024
Phoenix,PNX-P4200.0M409,IL0850730701,1000.00,7508.00,0,0.00,0,-92.06,EoD,,,2.69,197.00,0.00,0,0.0,4200.00,27/09/2024
Phoenix,PNX-C5200.0M409,IL0850728416,1000.00,1.00,0,0.00,0,0.11,EoD,,,0.00,0.00,0.00,0,0.0,5200.00,27/09/2024
Phoenix,PNX-P5200.0M409,IL0850730966,1000.00,17275.00,0,0.00,0,-99.89,EoD,,,1.34,228.00,0.00,0,0.0,5200.00,27/09/2024
Phoenix,PNX-C6000.0M409,IL0850728663,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,6000.00,27/09/2024
Phoenix,PNX-P6000.0M409,IL0850731121,1000.00,25191.00,0,0.00,0,-100.00,EoD,,,0.93,231.00,0.00,0,0.0,6000.00,27/09/2024
Bazan,BZN-C001.00M407,IL0849730721,1000.00,857.00,0,0.00,0,100.00,EoD,,,-0.35,-3.00,0.00,0,0.0,1.00,26/07/2024
Bazan,BZN-C028.00M407,IL0850418380,1000.00,588.00,0,0.00,0,100.00,EoD,,,-0.51,-3.00,0.00,0,0.0,28.00,26/07/2024
Bazan,BZN-P028.00M407,IL0850419453,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,28.00,26/07/2024
Bazan,BZN-C036.00M407,IL0849732214,1000.00,508.00,0,0.00,0,100.00,EoD,,,-0.59,-3.00,0.00,0,0.0,36.00,26/07/2024
Bazan,BZN-P036.00M407,IL0849734293,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,36.00,26/07/2024
Bazan,BZN-C058.00M407,IL0849732057,1000.00,289.00,0,0.00,0,100.00,EoD,,,-1.03,-3.00,0.00,0,0.0,58.00,26/07/2024
Bazan,BZN-P058.00M407,IL0849734038,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,58.00,26/07/2024
Bazan,BZN-C070.00M407,IL0850803649,1000.00,169.00,0,0.00,0,99.66,EoD,,,0.00,0.00,0.00,0,0.0,70.00,26/07/2024
Bazan,BZN-P070.00M407,IL0850804142,1000.00,,0,0.00,0,-0.34,EoD,,,0.00,0.00,0.00,0,0.0,70.00,26/07/2024
Bazan,BZN-C072.00M407,IL0850418042,1000.00,149.00,0,0.00,0,99.10,EoD,,,-2.61,-4.00,0.00,0,0.0,72.00,26/07/2024
Bazan,BZN-P072.00M407,IL0850419115,1000.00,,0,0.00,0,-0.90,EoD,,,0.00,0.00,0.00,0,0.0,72.00,26/07/2024
Bazan,BZN-C074.00M407,IL0850417960,1000.00,130.00,0,0.00,0,97.90,EoD,,,-2.26,-3.00,0.00,0,0.0,74.00,26/07/2024
Bazan,BZN-P074.00M407,IL0850419032,1000.00,1.00,0,0.00,0,-2.10,EoD,,,0.00,0.00,0.00,0,0.0,74.00,26/07/2024
Bazan,BZN-C076.00M407,IL0850405411,1000.00,111.00,0,0.00,0,95.66,EoD,,,-2.63,-3.00,0.00,0,0.0,76.00,26/07/2024
Bazan,BZN-P076.00M407,IL0850406088,1000.00,1.00,0,0.00,0,-4.34,EoD,,,-50.00,-1.00,0.00,0,0.0,76.00,26/07/2024
Bazan,BZN-C078.00M407,IL0850007845,1000.00,92.00,0,0.00,0,91.90,EoD,,,-4.17,-4.00,0.00,0,0.0,78.00,26/07/2024
Bazan,BZN-P078.00M407,IL0850008595,1000.00,3.00,0,0.00,0,-8.10,EoD,,,0.00,0.00,0.00,0,0.0,78.00,26/07/2024
Bazan,BZN-C079.00M407,IL0850803987,1000.00,83.00,0,0.00,0,89.33,EoD,,,0.00,0.00,0.00,0,0.0,79.00,26/07/2024
Bazan,BZN-P079.00M407,IL0850804480,1000.00,4.00,0,0.00,0,-10.67,EoD,,,0.00,0.00,0.00,0,0.0,79.00,26/07/2024
Bazan,BZN-C080.00M407,IL0849985747,1000.00,75.00,0,0.00,0,86.26,EoD,,,-3.85,-3.00,0.00,0,0.0,80.00,26/07/2024
Bazan,BZN-P080.00M407,IL0849986166,1000.00,5.00,0,0.00,0,-13.74,EoD,,,-16.67,-1.00,0.00,0,0.0,80.00,26/07/2024
Bazan,BZN-C081.00M407,IL0850418794,1000.00,67.00,0,0.00,0,82.69,EoD,,,-4.29,-3.00,0.00,0,0.0,81.00,26/07/2024
Bazan,BZN-P081.00M407,IL0850419867,1000.00,7.00,0,0.00,0,-17.31,EoD,,,-12.50,-1.00,0.00,0,0.0,81.00,26/07/2024
Bazan,BZN-C082.00M407,IL0849936583,1000.00,59.00,0,0.00,0,78.63,EoD,,,-6.35,-4.00,0.00,0,0.0,82.00,26/07/2024
Bazan,BZN-P082.00M407,IL0849937573,1000.00,9.00,0,0.00,0,-21.37,EoD,,,-10.00,-1.00,0.00,0,0.0,82.00,26/07/2024
Bazan,BZN-C083.00M407,IL0850418612,1000.00,52.00,0,0.00,0,74.13,EoD,,,-5.45,-3.00,0.00,0,0.0,83.00,26/07/2024
Bazan,BZN-P083.00M407,IL0850419784,1000.00,12.00,0,0.00,0,-25.87,EoD,,,-7.69,-1.00,0.00,0,0.0,83.00,26/07/2024
Bazan,BZN-C084.00M407,IL0849936419,1000.00,45.00,0,0.00,0,69.23,EoD,,,-6.25,-3.00,0.00,0,0.0,84.00,26/07/2024
Bazan,BZN-P084.00M407,IL0849937409,1000.00,15.00,0,0.00,0,-30.77,EoD,,,-6.25,-1.00,0.00,0,0.0,84.00,26/07/2024
Bazan,BZN-C085.00M407,IL0850405825,1000.00,39.00,0,0.00,0,64.04,EoD,,,-7.14,-3.00,0.00,0,0.0,85.00,26/07/2024
Bazan,BZN-P085.00M407,IL0850406401,1000.00,19.00,0,0.00,0,-35.96,EoD,,,0.00,0.00,0.00,0,0.0,85.00,26/07/2024
Bazan,BZN-C086.00M407,IL0849835199,1000.00,33.00,0,0.00,0,58.63,EoD,,,-8.33,-3.00,0.00,0,0.0,86.00,26/07/2024
Bazan,BZN-P086.00M407,IL0849835686,1000.00,23.00,0,0.00,0,-41.37,EoD,,,-4.17,-1.00,0.00,0,0.0,86.00,26/07/2024
Bazan,BZN-C087.00M407,IL0850381158,1000.00,28.00,0,0.00,0,53.12,EoD,,,-9.68,-3.00,0.00,0,0.0,87.00,26/07/2024
Bazan,BZN-P087.00M407,IL0850381315,1000.00,28.00,0,0.00,0,-46.88,EoD,,,0.00,0.00,0.00,0,0.0,87.00,26/07/2024
Bazan,BZN-C088.00M407,IL0849792366,1000.00,23.00,0,0.00,0,47.62,EoD,,,-11.54,-3.00,0.00,0,0.0,88.00,26/07/2024
Bazan,BZN-P088.00M407,IL0849792515,1000.00,34.00,0,0.00,0,-52.38,EoD,,,0.00,0.00,0.00,0,0.0,88.00,26/07/2024
Bazan,BZN-C089.00M407,IL0850329025,1000.00,19.00,0,0.00,0,42.22,EoD,,,-13.64,-3.00,0.00,0,0.0,89.00,26/07/2024
Bazan,BZN-P089.00M407,IL0850329108,1000.00,40.00,0,0.00,0,-57.78,EoD,,,2.56,1.00,0.00,0,0.0,89.00,26/07/2024
Bazan,BZN-C090.00M407,IL0849769273,1000.00,16.00,0,0.00,0,37.02,EoD,,,-15.79,-3.00,0.00,0,0.0,90.00,26/07/2024
Bazan,BZN-P090.00M407,IL0849769430,1000.00,46.00,0,0.00,0,-62.98,EoD,,,0.00,0.00,0.00,0,0.0,90.00,26/07/2024
Bazan,BZN-C091.00M407,IL0850293122,1000.00,13.00,0,0.00,0,32.10,EoD,,,-13.33,-2.00,0.00,0,0.0,91.00,26/07/2024
Bazan,BZN-P091.00M407,IL0850295697,1000.00,53.00,0,0.00,0,-67.90,EoD,,,1.92,1.00,0.00,0,0.0,91.00,26/07/2024
Bazan,BZN-C092.00M407,IL0849731554,1000.00,10.00,0,0.00,0,27.53,EoD,,,-23.08,-3.00,0.00,0,0.0,92.00,26/07/2024
Bazan,BZN-P092.00M407,IL0849733535,1000.00,61.00,0,0.00,0,-72.47,EoD,,,1.67,1.00,0.00,0,0.0,92.00,26/07/2024
Bazan,BZN-C093.00M407,IL0850293049,1000.00,8.00,0,0.00,0,23.34,EoD,,,-20.00,-2.00,0.00,0,0.0,93.00,26/07/2024
Bazan,BZN-P093.00M407,IL0850295515,1000.00,69.00,0,0.00,0,-76.66,EoD,,,2.99,2.00,0.00,0,0.0,93.00,26/07/2024
Bazan,BZN-C094.00M407,IL0849731489,1000.00,7.00,0,0.00,0,19.57,EoD,,,-12.50,-1.00,0.00,0,0.0,94.00,26/07/2024
Bazan,BZN-P094.00M407,IL0849733469,1000.00,77.00,0,0.00,0,-80.43,EoD,,,2.67,2.00,0.00,0,0.0,94.00,26/07/2024
Bazan,BZN-C095.00M407,IL0850292967,1000.00,5.00,0,0.00,0,16.24,EoD,,,-28.57,-2.00,0.00,0,0.0,95.00,26/07/2024
Bazan,BZN-P095.00M407,IL0850295440,1000.00,85.00,0,0.00,0,-83.76,EoD,,,1.19,1.00,0.00,0,0.0,95.00,26/07/2024
Bazan,BZN-C096.00M407,IL0849731307,1000.00,4.00,0,0.00,0,13.32,EoD,,,-20.00,-1.00,0.00,0,0.0,96.00,26/07/2024
Bazan,BZN-P096.00M407,IL0849733386,1000.00,94.00,0,0.00,0,-86.68,EoD,,,2.17,2.00,0.00,0,0.0,96.00,26/07/2024
Bazan,BZN-C097.00M407,IL0850292884,1000.00,3.00,0,0.00,0,10.81,EoD,,,-25.00,-1.00,0.00,0,0.0,97.00,26/07/2024
Bazan,BZN-P097.00M407,IL0850295366,1000.00,103.00,0,0.00,0,-89.19,EoD,,,1.98,2.00,0.00,0,0.0,97.00,26/07/2024
Bazan,BZN-C098.00M407,IL0849731224,1000.00,2.00,0,0.00,0,8.68,EoD,,,-33.33,-1.00,0.00,0,0.0,98.00,26/07/2024
Bazan,BZN-P098.00M407,IL0849733204,1000.00,112.00,0,0.00,0,-91.32,EoD,,,1.82,2.00,0.00,0,0.0,98.00,26/07/2024
Bazan,BZN-C099.00M407,IL0850292702,1000.00,2.00,0,0.00,0,6.90,EoD,,,-33.33,-1.00,0.00,0,0.0,99.00,26/07/2024
Bazan,BZN-P099.00M407,IL0850295283,1000.00,122.00,0,0.00,0,-93.10,EoD,,,2.52,3.00,0.00,0,0.0,99.00,26/07/2024
Bazan,BZN-C100.00M407,IL0849731141,1000.00,1.00,0,0.00,0,5.43,EoD,,,-50.00,-1.00,0.00,0,0.0,100.00,26/07/2024
Bazan,BZN-P100.00M407,IL0849733121,1000.00,131.00,0,0.00,0,-94.57,EoD,,,1.55,2.00,0.00,0,0.0,100.00,26/07/2024
Bazan,BZN-C102.50M407,IL0850293205,1000.00,1.00,0,0.00,0,2.85,EoD,,,0.00,0.00,0.00,0,0.0,102.50,26/07/2024
Bazan,BZN-P102.50M407,IL0850295770,1000.00,156.00,0,0.00,0,-97.15,EoD,,,1.96,3.00,0.00,0,0.0,102.50,26/07/2024
Bazan,BZN-C105.00M407,IL0849731067,1000.00,,0,0.00,0,1.41,EoD,,,0.00,0.00,0.00,0,0.0,105.00,26/07/2024
Bazan,BZN-P105.00M407,IL0849733048,1000.00,180.00,0,0.00,0,-98.59,EoD,,,1.69,3.00,0.00,0,0.0,105.00,26/07/2024
Bazan,BZN-C107.50M407,IL0850293387,1000.00,,0,0.00,0,0.66,EoD,,,0.00,0.00,0.00,0,0.0,107.50,26/07/2024
Bazan,BZN-P107.50M407,IL0850295853,1000.00,205.00,0,0.00,0,-99.34,EoD,,,1.49,3.00,0.00,0,0.0,107.50,26/07/2024
Bazan,BZN-C110.00M407,IL0849730986,1000.00,,0,0.00,0,0.29,EoD,,,0.00,0.00,0.00,0,0.0,110.00,26/07/2024
Bazan,BZN-P110.00M407,IL0849732966,1000.00,230.00,0,0.00,0,-99.71,EoD,,,1.77,4.00,0.00,0,0.0,110.00,26/07/2024
Bazan,BZN-C115.00M407,IL0849730804,1000.00,,0,0.00,0,0.05,EoD,,,0.00,0.00,0.00,0,0.0,115.00,26/07/2024
Bazan,BZN-P115.00M407,IL0849732883,1000.00,280.00,0,0.00,0,-99.95,EoD,,,1.45,4.00,0.00,0,0.0,115.00,26/07/2024
Bazan,BZN-C120.00M407,IL0849731638,1000.00,,0,0.00,0,0.01,EoD,,,0.00,0.00,0.00,0,0.0,120.00,26/07/2024
Bazan,BZN-P120.00M407,IL0849733618,1000.00,329.00,0,0.00,0,-99.99,EoD,,,0.92,3.00,0.00,0,0.0,120.00,26/07/2024
Bazan,BZN-C125.00M407,IL0849731711,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,125.00,26/07/2024
Bazan,BZN-P125.00M407,IL0849733790,1000.00,379.00,0,0.00,0,-100.00,EoD,,,0.80,3.00,0.00,0,0.0,125.00,26/07/2024
Bazan,BZN-C130.00M407,IL0849731893,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,130.00,26/07/2024
Bazan,BZN-P130.00M407,IL0849733873,1000.00,429.00,0,0.00,0,-100.00,EoD,,,0.70,3.00,0.00,0,0.0,130.00,26/07/2024
Bazan,BZN-C135.00M407,IL0849731976,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,135.00,26/07/2024
Bazan,BZN-P135.00M407,IL0849733956,1000.00,479.00,0,0.00,0,-100.00,EoD,,,0.63,3.00,0.00,0,0.0,135.00,26/07/2024
